Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
670.00	0.056488	0.052353	0.046249	0.098969	0.091568
671.00	0.053818	0.049942	0.046265	0.096497	0.091461
672.00	0.051224	0.047577	0.046173	0.094116	0.091278
673.00	0.048813	0.045364	0.046143	0.091812	0.091187
674.00	0.046539	0.043335	0.046204	0.089798	0.091217
675.00	0.044464	0.041382	0.046158	0.087860	0.091064
676.00	0.042450	0.039551	0.046158	0.085983	0.090958
677.00	0.040344	0.037643	0.046051	0.084061	0.090836
678.00	0.038483	0.035934	0.046066	0.082321	0.090744
679.00	0.036743	0.034393	0.046112	0.080780	0.090668
680.00	0.034973	0.032776	0.046021	0.079132	0.090515
681.00	0.033249	0.031219	0.046036	0.077560	0.090393
682.00	0.031784	0.029892	0.046066	0.076218	0.090302
683.00	0.030289	0.028519	0.046066	0.074844	0.090240
684.00	0.028793	0.027100	0.046021	0.073425	0.090118
685.00	0.027405	0.025879	0.045959	0.072128	0.089996
686.00	0.026123	0.024719	0.045975	0.070938	0.089874
687.00	0.024887	0.023651	0.046021	0.069839	0.089813
688.00	0.023666	0.022537	0.045975	0.068710	0.089645
689.00	0.022614	0.021515	0.045959	0.067764	0.089523
690.00	0.021545	0.020569	0.046005	0.066772	0.089447
691.00	0.020599	0.019714	0.046051	0.065933	0.089417
692.00	0.019638	0.018845	0.046021	0.065063	0.089233
693.00	0.018784	0.018051	0.046097	0.064316	0.089142
694.00	0.017960	0.017319	0.046127	0.063553	0.089096
695.00	0.017120	0.016510	0.046036	0.062759	0.088959
696.00	0.016373	0.015839	0.046082	0.062088	0.088837
697.00	0.015625	0.015152	0.046097	0.061417	0.088730
698.00	0.014969	0.014587	0.046173	0.060898	0.088669
699.00	0.014359	0.014008	0.046188	0.060440	0.088593
700.00	0.013763	0.013474	0.046265	0.059937	0.088470
701.00	0.013214	0.012970	0.046310	0.059464	0.088394
702.00	0.012650	0.012466	0.046341	0.058975	0.088287
703.00	0.012085	0.011948	0.046356	0.058517	0.088181
704.00	0.011627	0.011505	0.046463	0.058151	0.088104
705.00	0.011185	0.011108	0.046555	0.057800	0.088013
706.00	0.010742	0.010712	0.046600	0.057480	0.087967
707.00	0.010315	0.010300	0.046661	0.057175	0.087875
708.00	0.009949	0.009964	0.046768	0.056915	0.087830
709.00	0.009537	0.009583	0.046890	0.056656	0.087708
710.00	0.009186	0.009277	0.046967	0.056427	0.087616
711.00	0.008820	0.008942	0.047058	0.056213	0.087509
712.00	0.008545	0.008652	0.047226	0.056107	0.087479
713.00	0.008255	0.008392	0.047363	0.055984	0.087448
714.00	0.007950	0.008102	0.047562	0.055878	0.087372
715.00	0.007660	0.007889	0.047745	0.055771	0.087311
716.00	0.007431	0.007660	0.047989	0.055771	0.087280
717.00	0.007172	0.007416	0.048172	0.055710	0.087219
718.00	0.006927	0.007187	0.048386	0.055725	0.087143
719.00	0.006744	0.007034	0.048660	0.055786	0.087158
720.00	0.006546	0.006821	0.048889	0.055847	0.087112
721.00	0.006256	0.006607	0.049088	0.055847	0.087021
722.00	0.006165	0.006485	0.049362	0.055969	0.087051
723.00	0.005997	0.006302	0.049622	0.056030	0.086990
724.00	0.005783	0.006134	0.049866	0.056152	0.086929
725.00	0.005600	0.005966	0.050125	0.056274	0.086884
726.00	0.005478	0.005859	0.050507	0.056458	0.086868
727.00	0.005325	0.005692	0.050842	0.056641	0.086807
728.00	0.005173	0.005600	0.051208	0.056870	0.086746
729.00	0.005066	0.005478	0.051620	0.057205	0.086716
730.00	0.004990	0.005341	0.052124	0.057571	0.086685
731.00	0.004868	0.005249	0.052643	0.057999	0.086639
732.00	0.004761	0.005157	0.053162	0.058380	0.086594
733.00	0.004578	0.005005	0.053604	0.058701	0.086472
734.00	0.004456	0.004883	0.054016	0.059036	0.086411
735.00	0.004333	0.004745	0.054337	0.059235	0.086304
736.00	0.004257	0.004715	0.054657	0.059479	0.086243
737.00	0.004166	0.004639	0.054901	0.059677	0.086182
738.00	0.004074	0.004517	0.055069	0.059769	0.086105
739.00	0.004028	0.004471	0.055206	0.059830	0.086075
740.00	0.003937	0.004364	0.055283	0.059769	0.085938
741.00	0.003815	0.004272	0.055252	0.059692	0.085846
742.00	0.003784	0.004242	0.055313	0.059662	0.085800
743.00	0.003693	0.004150	0.055267	0.059586	0.085663
744.00	0.003632	0.004089	0.055267	0.059479	0.085587
745.00	0.003525	0.003952	0.055161	0.059296	0.085449
746.00	0.003494	0.003937	0.055176	0.059280	0.085373
747.00	0.003448	0.003937	0.055145	0.059235	0.085297
748.00	0.003387	0.003860	0.055115	0.059158	0.085251
749.00	0.003326	0.003784	0.055069	0.059052	0.085159
750.00	0.003311	0.003769	0.055069	0.058990	0.085114
751.00	0.003250	0.003738	0.055038	0.058929	0.084991
752.00	0.003174	0.003662	0.054947	0.058792	0.084885
753.00	0.003143	0.003662	0.054962	0.058746	0.084869
754.00	0.003113	0.003632	0.054932	0.058701	0.084808
755.00	0.003098	0.003586	0.054916	0.058609	0.084732
756.00	0.003098	0.003571	0.054916	0.058563	0.084686
757.00	0.003067	0.003525	0.054901	0.058517	0.084656
758.00	0.002975	0.003464	0.054794	0.058395	0.084534
759.00	0.002914	0.003403	0.054749	0.058304	0.084503
760.00	0.002869	0.003342	0.054688	0.058197	0.084381
761.00	0.002899	0.003342	0.054718	0.058212	0.084305
762.00	0.002899	0.003326	0.054718	0.058182	0.084290
763.00	0.002853	0.003281	0.054657	0.058090	0.084213
764.00	0.002869	0.003265	0.054626	0.058044	0.084213
765.00	0.002823	0.003250	0.054596	0.057953	0.084152
766.00	0.002777	0.003174	0.054520	0.057861	0.084076
767.00	0.002747	0.003204	0.054489	0.057831	0.084076
768.00	0.002747	0.003220	0.054489	0.057770	0.084045
769.00	0.002670	0.003082	0.054352	0.057663	0.083939
770.00	0.002655	0.003082	0.054321	0.057571	0.083923
771.00	0.002640	0.003098	0.054306	0.057541	0.083939
772.00	0.002579	0.003067	0.054199	0.057404	0.083862
773.00	0.002625	0.003098	0.054184	0.057358	0.083847
774.00	0.002563	0.003006	0.054062	0.057236	0.083771
775.00	0.002625	0.003082	0.054031	0.057220	0.083817
776.00	0.002563	0.003006	0.053970	0.057083	0.083755
777.00	0.002548	0.002991	0.053894	0.056992	0.083725
778.00	0.002533	0.002975	0.053848	0.056931	0.083664
779.00	0.002533	0.002960	0.053741	0.056808	0.083664
780.00	0.002426	0.002884	0.053604	0.056625	0.083572
781.00	0.002487	0.002945	0.053589	0.056610	0.083618
782.00	0.002457	0.002899	0.053467	0.056488	0.083603
783.00	0.002426	0.002853	0.053360	0.056351	0.083527
784.00	0.002472	0.002853	0.053314	0.056320	0.083557
785.00	0.002457	0.002869	0.053207	0.056213	0.083557
786.00	0.002411	0.002823	0.053085	0.056061	0.083511
787.00	0.002350	0.002777	0.052948	0.055923	0.083466
788.00	0.002396	0.002823	0.052963	0.055862	0.083481
789.00	0.002396	0.002838	0.052856	0.055801	0.083466
790.00	0.002365	0.002777	0.052750	0.055679	0.083435
791.00	0.002350	0.002762	0.052658	0.055573	0.083435
792.00	0.002319	0.002716	0.052505	0.055405	0.083359
793.00	0.002319	0.002731	0.052429	0.055298	0.083328
794.00	0.002258	0.002670	0.052292	0.055176	0.083313
795.00	0.002243	0.002670	0.052185	0.055069	0.083313
796.00	0.002274	0.002686	0.052124	0.054993	0.083282
797.00	0.002258	0.002716	0.052078	0.054901	0.083298
798.00	0.002182	0.002625	0.051926	0.054764	0.083191
799.00	0.002213	0.002655	0.051834	0.054688	0.083191
800.00	0.002289	0.002670	0.051819	0.054642	0.083221
801.00	0.002228	0.002625	0.051712	0.054504	0.083145
802.00	0.002228	0.002625	0.051682	0.054443	0.083176
803.00	0.002258	0.002655	0.051590	0.054413	0.083160
804.00	0.002213	0.002609	0.051514	0.054306	0.083069
805.00	0.002197	0.002594	0.051468	0.054245	0.083023
806.00	0.002228	0.002625	0.051468	0.054230	0.083069
807.00	0.002213	0.002640	0.051453	0.054199	0.083038
808.00	0.002167	0.002563	0.051407	0.054153	0.082993
809.00	0.002167	0.002548	0.051392	0.054138	0.082947
810.00	0.002167	0.002518	0.051407	0.054138	0.082886
811.00	0.002151	0.002533	0.051453	0.054169	0.082886
812.00	0.002151	0.002518	0.051437	0.054153	0.082855
813.00	0.002151	0.002518	0.051483	0.054184	0.082825
814.00	0.002151	0.002533	0.051529	0.054245	0.082779
815.00	0.002151	0.002548	0.051590	0.054291	0.082733
816.00	0.002151	0.002533	0.051651	0.054352	0.082748
817.00	0.002136	0.002502	0.051712	0.054382	0.082672
818.00	0.002090	0.002487	0.051788	0.054443	0.082626
819.00	0.002121	0.002487	0.051880	0.054581	0.082611
820.00	0.002121	0.002472	0.052002	0.054657	0.082596
821.00	0.002136	0.002487	0.052200	0.054855	0.082550
822.00	0.002106	0.002487	0.052414	0.055038	0.082504
823.00	0.002106	0.002487	0.052628	0.055252	0.082535
824.00	0.002075	0.002426	0.052872	0.055496	0.082428
825.00	0.002090	0.002441	0.053238	0.055878	0.082382
826.00	0.002075	0.002426	0.053665	0.056305	0.082367
827.00	0.002075	0.002426	0.054169	0.056763	0.082306
828.00	0.002075	0.002411	0.054688	0.057343	0.082306
829.00	0.002045	0.002396	0.055267	0.057907	0.082230
830.00	0.001999	0.002319	0.055817	0.058411	0.082199
831.00	0.002014	0.002350	0.056381	0.058929	0.082153
832.00	0.001999	0.002304	0.056808	0.059402	0.082108
833.00	0.001999	0.002365	0.057281	0.059830	0.082092
834.00	0.002014	0.002350	0.057617	0.060226	0.082123
835.00	0.001968	0.002335	0.057877	0.060425	0.082047
836.00	0.002014	0.002350	0.058105	0.060669	0.082062
837.00	0.001984	0.002319	0.058289	0.060852	0.082047
838.00	0.002029	0.002350	0.058578	0.061066	0.082077
839.00	0.002014	0.002319	0.058640	0.061188	0.082047
840.00	0.002060	0.002380	0.058838	0.061356	0.082047
841.00	0.002014	0.002335	0.058929	0.061432	0.082001
842.00	0.001953	0.002304	0.059006	0.061493	0.081955
843.00	0.002014	0.002319	0.059158	0.061676	0.081985
844.00	0.002045	0.002335	0.059296	0.061783	0.082031
845.00	0.001968	0.002258	0.059341	0.061844	0.081894
846.00	0.001984	0.002274	0.059525	0.062027	0.081894
847.00	0.001999	0.002274	0.059677	0.062195	0.081955
848.00	0.001968	0.002243	0.059769	0.062302	0.081879
849.00	0.001968	0.002228	0.059952	0.062469	0.081894
850.00	0.002014	0.002289	0.060165	0.062637	0.081970
851.00	0.001953	0.002228	0.060287	0.062729	0.081924
852.00	0.001999	0.002243	0.060471	0.062943	0.081940
853.00	0.002014	0.002304	0.060669	0.063141	0.081985
854.00	0.001953	0.002228	0.060760	0.063217	0.081940
855.00	0.001953	0.002258	0.060913	0.063339	0.081985
856.00	0.001984	0.002258	0.061111	0.063599	0.082092
857.00	0.001923	0.002197	0.061249	0.063721	0.082092
858.00	0.001953	0.002182	0.061432	0.063919	0.082214
859.00	0.001938	0.002182	0.061615	0.064056	0.082169
860.00	0.001968	0.002197	0.061859	0.064270	0.082306
861.00	0.001831	0.002060	0.061920	0.064392	0.082230
862.00	0.001923	0.002151	0.062225	0.064636	0.082382
863.00	0.001907	0.002106	0.062393	0.064743	0.082397
864.00	0.001953	0.002167	0.062592	0.065018	0.082550
865.00	0.001877	0.002121	0.062729	0.065125	0.082504
866.00	0.001938	0.002167	0.063019	0.065445	0.082672
867.00	0.001907	0.002151	0.063217	0.065643	0.082718
868.00	0.001862	0.002121	0.063446	0.065857	0.082764
869.00	0.001862	0.002075	0.063705	0.066071	0.082779
870.00	0.001968	0.002182	0.064072	0.066437	0.082947
871.00	0.001862	0.002106	0.064285	0.066650	0.082993
872.00	0.001892	0.002121	0.064590	0.066940	0.083099
873.00	0.001831	0.002060	0.064835	0.067215	0.083145
874.00	0.001846	0.002106	0.065186	0.067566	0.083313
875.00	0.001953	0.002136	0.065598	0.067932	0.083466
876.00	0.001862	0.002045	0.065796	0.068207	0.083511
877.00	0.001907	0.002090	0.066284	0.068634	0.083679
878.00	0.001938	0.002121	0.066772	0.069077	0.083893
879.00	0.001877	0.002090	0.067184	0.069489	0.084030
880.00	0.001801	0.001999	0.067566	0.069885	0.084229
881.00	0.001816	0.001999	0.068100	0.070419	0.084503
882.00	0.001801	0.001999	0.068665	0.070969	0.084778
883.00	0.001831	0.002045	0.069290	0.071533	0.085114
884.00	0.001816	0.001984	0.069855	0.072159	0.085464
885.00	0.001816	0.001953	0.070465	0.072708	0.085785
886.00	0.001755	0.001907	0.070984	0.073257	0.086044
887.00	0.001785	0.001938	0.071625	0.073853	0.086395
888.00	0.001816	0.001938	0.072128	0.074402	0.086670
889.00	0.001801	0.001938	0.072693	0.074905	0.086990
890.00	0.001785	0.001923	0.073166	0.075394	0.087173
891.00	0.001755	0.001907	0.073547	0.075775	0.087265
892.00	0.001755	0.001877	0.073929	0.076111	0.087387
893.00	0.001709	0.001846	0.074280	0.076447	0.087509
894.00	0.001770	0.001877	0.074707	0.076859	0.087692
895.00	0.001740	0.001862	0.075089	0.077240	0.087784
896.00	0.001740	0.001846	0.075409	0.077576	0.087936
897.00	0.001770	0.001862	0.075699	0.077927	0.087921
898.00	0.001770	0.001892	0.075958	0.078125	0.087936
899.00	0.001724	0.001846	0.076126	0.078293	0.087830
900.00	0.001709	0.001862	0.076248	0.078430	0.087677
901.00	0.001663	0.001801	0.076279	0.078384	0.087418
902.00	0.001663	0.001755	0.076324	0.078415	0.087234
903.00	0.001572	0.001709	0.076294	0.078400	0.086899
904.00	0.001648	0.001724	0.076401	0.078506	0.086700
905.00	0.001648	0.001755	0.076462	0.078583	0.086502
906.00	0.001617	0.001755	0.076431	0.078613	0.086136
907.00	0.001587	0.001724	0.076477	0.078583	0.085815
908.00	0.001633	0.001740	0.076569	0.078644	0.085464
909.00	0.001678	0.001770	0.076645	0.078812	0.085220
910.00	0.001648	0.001740	0.076736	0.078873	0.084915
911.00	0.001678	0.001801	0.076981	0.079086	0.084717
912.00	0.001724	0.001816	0.077148	0.079330	0.084457
913.00	0.001648	0.001740	0.077286	0.079437	0.084045
914.00	0.001648	0.001740	0.077545	0.079727	0.083740
915.00	0.001648	0.001709	0.077820	0.080017	0.083374
916.00	0.001602	0.001648	0.078232	0.080383	0.083008
917.00	0.001602	0.001663	0.078751	0.080872	0.082718
918.00	0.001587	0.001633	0.079315	0.081421	0.082443
919.00	0.001663	0.001694	0.080109	0.082199	0.082306
920.00	0.001724	0.001724	0.080902	0.083038	0.082123
921.00	0.001709	0.001770	0.081848	0.083984	0.081985
922.00	0.001678	0.001755	0.082825	0.084930	0.081741
923.00	0.001724	0.001740	0.083984	0.086060	0.081619
924.00	0.001678	0.001694	0.085236	0.087341	0.081482
925.00	0.001541	0.001587	0.086578	0.088654	0.081146
926.00	0.001541	0.001572	0.088135	0.090225	0.081055
927.00	0.001602	0.001663	0.089844	0.091995	0.081009
928.00	0.001678	0.001694	0.091705	0.093872	0.080917
929.00	0.001724	0.001740	0.093796	0.096024	0.080933
930.00	0.001678	0.001755	0.095810	0.097946	0.080841
931.00	0.001465	0.001480	0.097794	0.099869	0.080490
932.00	0.001343	0.001389	0.100113	0.102188	0.080307
933.00	0.001389	0.001373	0.102615	0.104675	0.080215
934.00	0.001556	0.001526	0.105240	0.107407	0.080292
935.00	0.001633	0.001602	0.108093	0.110260	0.080276
936.00	0.001709	0.001678	0.110977	0.113144	0.080246
937.00	0.001633	0.001602	0.113800	0.115952	0.080154
938.00	0.001556	0.001541	0.116852	0.118988	0.079971
939.00	0.001480	0.001434	0.119965	0.122055	0.079849
940.00	0.001511	0.001480	0.123306	0.125366	0.079803
941.00	0.001678	0.001663	0.127106	0.129166	0.079956
942.00	0.001678	0.001663	0.130722	0.132797	0.079956
943.00	0.001587	0.001572	0.134476	0.136536	0.079834
944.00	0.001480	0.001419	0.138458	0.140564	0.079666
945.00	0.001434	0.001389	0.142609	0.144699	0.079651
946.00	0.001556	0.001526	0.147217	0.149414	0.079742
947.00	0.001511	0.001434	0.152328	0.154541	0.079651
948.00	0.001480	0.001419	0.157578	0.159744	0.079697
949.00	0.001678	0.001587	0.163513	0.165695	0.079849
950.00	0.001480	0.001404	0.170013	0.172226	0.079712
951.00	0.001450	0.001343	0.176987	0.179031	0.079697
952.00	0.001633	0.001495	0.184647	0.186737	0.079956
953.00	0.001556	0.001495	0.192352	0.194489	0.079941
954.00	0.001480	0.001373	0.199829	0.201920	0.079941
955.00	0.001450	0.001312	0.207321	0.209427	0.079971
956.00	0.001541	0.001450	0.214310	0.216354	0.080124
957.00	0.001511	0.001373	0.220444	0.222534	0.080139
958.00	0.001480	0.001328	0.225983	0.228043	0.080109
959.00	0.001480	0.001312	0.230637	0.232681	0.080200
960.00	0.001434	0.001251	0.234406	0.236542	0.080261
961.00	0.001434	0.001251	0.237610	0.239807	0.080276
962.00	0.001419	0.001251	0.240204	0.242294	0.080322
963.00	0.001328	0.001175	0.242233	0.244308	0.080246
964.00	0.001511	0.001328	0.244141	0.246216	0.080505
965.00	0.001404	0.001236	0.245514	0.247528	0.080429
966.00	0.001511	0.001343	0.246857	0.248871	0.080582
967.00	0.001389	0.001190	0.247803	0.249863	0.080551
968.00	0.001541	0.001358	0.248932	0.250961	0.080719
969.00	0.001419	0.001251	0.249619	0.251709	0.080688
970.00	0.001602	0.001434	0.250595	0.252686	0.081009
971.00	0.001419	0.001282	0.251114	0.253204	0.080887
972.00	0.001511	0.001328	0.251724	0.253815	0.080994
973.00	0.001526	0.001297	0.252213	0.254303	0.081070
974.00	0.001724	0.001465	0.252823	0.254913	0.081406
975.00	0.001633	0.001389	0.252945	0.255051	0.081345
976.00	0.001404	0.001221	0.252869	0.254913	0.081223
977.00	0.001694	0.001526	0.253113	0.255203	0.081619
978.00	0.001495	0.001358	0.252716	0.254822	0.081589
979.00	0.001678	0.001541	0.252548	0.254654	0.081894
980.00	0.001602	0.001404	0.251923	0.254044	0.081879
981.00	0.001755	0.001572	0.251495	0.253571	0.082184
982.00	0.001617	0.001465	0.250580	0.252670	0.082199
983.00	0.001831	0.001633	0.249847	0.251923	0.082474
984.00	0.001709	0.001495	0.248688	0.250824	0.082474
985.00	0.001862	0.001633	0.247650	0.249741	0.082672
986.00	0.001694	0.001511	0.246292	0.248352	0.082672
987.00	0.001709	0.001587	0.245041	0.247116	0.082794
988.00	0.001678	0.001572	0.243484	0.245651	0.082809
989.00	0.001801	0.001648	0.242065	0.244217	0.082947
990.00	0.001816	0.001663	0.240479	0.242691	0.082962
991.00	0.001755	0.001633	0.238785	0.240845	0.082932
992.00	0.001831	0.001709	0.237106	0.239120	0.083099
993.00	0.001785	0.001678	0.235245	0.237427	0.083191
994.00	0.001785	0.001617	0.233322	0.235504	0.083267
995.00	0.001694	0.001541	0.231400	0.233582	0.083389
996.00	0.001770	0.001633	0.229645	0.231796	0.083633
997.00	0.001892	0.001816	0.227829	0.229980	0.083939
998.00	0.001740	0.001633	0.225708	0.227829	0.083954
999.00	0.001694	0.001648	0.223602	0.225723	0.084076
1000.00	0.001724	0.001678	0.221725	0.223846	0.084198
