,Parametros CH1,Valores CH1,Tiempo CH1,Voltaje CH1,Parametros CH4,Valores CH4,Tiempo CH4,Voltaje CH4
0,CH activo,1,0.00037,13800.0,CH activo,4,0.00037,0.08
1,Int. Temporal,1e-08,0.00037001,13800.0,Int. Temporal,1e-08,0.00037001,0.08
2,Trigger,"AUTO;EDGE;5.0E-7;CH1;DC;RISE;CH1;LINE;NORMAL;1;NTSC;CH1;POSITIVE;EQUAL;1.0E-3;5.4E3
",0.00037002,13800.0,Trigger,"AUTO;EDGE;5.0E-7;CH1;DC;RISE;CH1;LINE;NORMAL;1;NTSC;CH1;POSITIVE;EQUAL;1.0E-3;5.4E3
",0.00037002,0.12
3,Unidades verticales,"""V""",0.00037003,13800.0,Unidades verticales,"""V""",0.00037003,0.08
4,Volts x div,5.0E3,0.00037004,13600.0,Volts x div,5.0E-1,0.00037004,0.1
5,Offset vertical (en unidades digitales),123.0,0.00037004999999999997,13800.0,Offset vertical (en unidades digitales),43.0,0.00037004999999999997,0.08
6,Unidades horizontales,"""s""
",0.00037006,13800.0,Unidades horizontales,"""s""
",0.00037006,0.1
7,Escala horizontal,1e-08,0.00037007,13800.0,Escala horizontal,1e-08,0.00037007,0.1
8,Cero vertical (en unidades verticales),0.0,0.00037008,13800.0,Cero vertical (en unidades verticales),0.0,0.00037008,0.06
9,Factor de Atenuacion,1.0E3,0.00037009,13600.0,Factor de Atenuacion,1.0E0,0.00037009,0.1
10,Fecha,30-04-2024 18:47:30,0.0003701,13800.0,Fecha,30-04-2024 18:47:36,0.0003701,0.08
11,,,0.00037011,13600.0,,,0.00037011,0.1
12,,,0.00037012,13800.0,,,0.00037012,0.08
13,,,0.00037013,13800.0,,,0.00037013,0.06
14,,,0.00037014,13800.0,,,0.00037014,0.08
15,,,0.00037014999999999997,13800.0,,,0.00037014999999999997,0.1
16,,,0.00037016,13600.0,,,0.00037016,0.1
17,,,0.00037017,13600.0,,,0.00037017,0.1
18,,,0.00037018,13800.0,,,0.00037018,0.06
19,,,0.00037019,13800.0,,,0.00037019,0.1
20,,,0.0003702,13800.0,,,0.0003702,0.12
21,,,0.00037021,13800.0,,,0.00037021,0.12
22,,,0.00037022,13600.0,,,0.00037022,0.1
23,,,0.00037023,13800.0,,,0.00037023,0.08
24,,,0.00037024,14000.0,,,0.00037024,0.12
25,,,0.00037025,13800.0,,,0.00037025,0.1
26,,,0.00037025999999999997,14000.0,,,0.00037025999999999997,0.08
27,,,0.00037027,13800.0,,,0.00037027,0.1
28,,,0.00037028,13800.0,,,0.00037028,0.1
29,,,0.00037029,13800.0,,,0.00037029,0.1
30,,,0.0003703,13800.0,,,0.0003703,0.08
31,,,0.00037031,13800.0,,,0.00037031,0.08
32,,,0.00037032,13600.0,,,0.00037032,0.08
33,,,0.00037033,13600.0,,,0.00037033,0.06
34,,,0.00037034,13800.0,,,0.00037034,0.12
35,,,0.00037035,13800.0,,,0.00037035,0.1
36,,,0.00037035999999999997,13800.0,,,0.00037035999999999997,0.08
37,,,0.00037037,13600.0,,,0.00037037,0.08
38,,,0.00037038,14000.0,,,0.00037038,0.08
39,,,0.00037039,14000.0,,,0.00037039,0.1
40,,,0.0003704,14000.0,,,0.0003704,0.1
41,,,0.00037041,13800.0,,,0.00037041,0.06
42,,,0.00037042,13800.0,,,0.00037042,0.12
43,,,0.00037043,14000.0,,,0.00037043,0.1
44,,,0.00037044,13800.0,,,0.00037044,0.08
45,,,0.00037045,13600.0,,,0.00037045,0.1
46,,,0.00037046,14000.0,,,0.00037046,0.06
47,,,0.00037046999999999997,14000.0,,,0.00037046999999999997,0.08
48,,,0.00037048,13800.0,,,0.00037048,0.1
49,,,0.00037049,14000.0,,,0.00037049,0.08
50,,,0.0003705,13800.0,,,0.0003705,0.08
51,,,0.00037051,14000.0,,,0.00037051,0.06
52,,,0.00037052,14000.0,,,0.00037052,0.12
53,,,0.00037053,13800.0,,,0.00037053,0.1
54,,,0.00037054,14000.0,,,0.00037054,0.1
55,,,0.00037055,14000.0,,,0.00037055,0.1
56,,,0.00037056,14000.0,,,0.00037056,0.06
57,,,0.00037056999999999997,14000.0,,,0.00037056999999999997,0.06
58,,,0.00037058,14000.0,,,0.00037058,0.12
59,,,0.00037059,13800.0,,,0.00037059,0.06
60,,,0.0003706,14000.0,,,0.0003706,0.08
61,,,0.00037061,14000.0,,,0.00037061,0.06
62,,,0.00037062,13800.0,,,0.00037062,0.1
63,,,0.00037063,14000.0,,,0.00037063,0.08
64,,,0.00037064,14000.0,,,0.00037064,0.12
65,,,0.00037065,13800.0,,,0.00037065,0.1
66,,,0.00037066,13800.0,,,0.00037066,0.08
67,,,0.00037067,13800.0,,,0.00037067,0.08
68,,,0.00037067999999999997,14000.0,,,0.00037067999999999997,0.1
69,,,0.00037069,14000.0,,,0.00037069,0.06
70,,,0.0003707,14000.0,,,0.0003707,0.08
71,,,0.00037071,13800.0,,,0.00037071,0.08
72,,,0.00037072,14200.0,,,0.00037072,0.1
73,,,0.00037073,13800.0,,,0.00037073,0.1
74,,,0.00037074,14000.0,,,0.00037074,0.08
75,,,0.00037075,14000.0,,,0.00037075,0.1
76,,,0.00037076,14200.0,,,0.00037076,0.08
77,,,0.00037077,14200.0,,,0.00037077,0.12
78,,,0.00037077999999999997,13800.0,,,0.00037077999999999997,0.1
79,,,0.00037079,14000.0,,,0.00037079,0.08
80,,,0.0003708,13800.0,,,0.0003708,0.12
81,,,0.00037081,14000.0,,,0.00037081,0.1
82,,,0.00037082,14000.0,,,0.00037082,0.08
83,,,0.00037083,14200.0,,,0.00037083,0.08
84,,,0.00037084,14000.0,,,0.00037084,0.06
85,,,0.00037085,14000.0,,,0.00037085,0.1
86,,,0.00037086,14200.0,,,0.00037086,0.1
87,,,0.00037087,14000.0,,,0.00037087,0.08
88,,,0.00037087999999999997,13800.0,,,0.00037087999999999997,0.12
89,,,0.00037089,14000.0,,,0.00037089,0.08
90,,,0.0003709,14200.0,,,0.0003709,0.1
91,,,0.00037091,14000.0,,,0.00037091,0.08
92,,,0.00037092,14000.0,,,0.00037092,0.1
93,,,0.00037093,14000.0,,,0.00037093,0.08
94,,,0.00037094,14000.0,,,0.00037094,0.08
95,,,0.00037095,14000.0,,,0.00037095,0.1
96,,,0.00037096,14200.0,,,0.00037096,0.08
97,,,0.00037097,14000.0,,,0.00037097,0.1
98,,,0.00037098,13800.0,,,0.00037098,0.1
99,,,0.00037098999999999997,14000.0,,,0.00037098999999999997,0.08
100,,,0.000371,14000.0,,,0.000371,0.08
101,,,0.00037101,14000.0,,,0.00037101,0.12
102,,,0.00037102,14000.0,,,0.00037102,0.06
103,,,0.00037103,14000.0,,,0.00037103,0.1
104,,,0.00037104,14200.0,,,0.00037104,0.06
105,,,0.00037105,14200.0,,,0.00037105,0.06
106,,,0.00037106,14200.0,,,0.00037106,0.1
107,,,0.00037107,14200.0,,,0.00037107,0.06
108,,,0.00037108,14000.0,,,0.00037108,0.08
